payment_id,customer_id,amount,currency,failure_reason,failure_message,attempt_count,customer_success_rate,previous_payments,subscription_status,days_since_failure,previous_recovery_attempts,payment_already_succeeded,ground_truth_action,ground_truth_recoverable,simulated_outcome
P0164,C1770,3499.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.79,20,ACTIVE,0.05,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0165,C1858,499.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.44,5,NONE,2.08,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0166,C1384,7999.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.85,31,NONE,0.21,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0167,C1109,499.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,1,0.8,24,NONE,0.01,0,False,RETRY_PAYMENT,True,SUCCESS
P0168,C1362,1999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.64,35,ACTIVE,2.29,0,False,RETRY_PAYMENT,True,FAIL
P0169,C1274,599.0,INR,REPEATED_FAILURE,Card declined repeatedly by issuer,2,0.62,36,NONE,0.17,0,False,ESCALATE_TO_HUMAN,False,N/A
P0170,C1631,799.0,INR,EXPIRED_CARD,Card expired,1,0.82,15,NONE,4.21,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0171,C1139,5999.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,1,0.71,28,NONE,2.08,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0172,C1287,1499.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,1.0,36,NONE,1.69,0,False,WAIT_AND_RETRY,True,SUCCESS
P0173,C1814,1499.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,1,0.73,13,NONE,4.28,0,False,RETRY_PAYMENT,True,SUCCESS
P0174,C1518,1499.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.9,38,NONE,5.7,2,False,ESCALATE_TO_HUMAN,False,N/A
P0175,C1045,2999.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,0,0.88,6,NONE,2.37,0,True,MARK_UNRECOVERABLE,False,N/A
P0176,C1456,1999.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,0.63,35,NONE,2.96,0,False,RETRY_PAYMENT,True,SUCCESS
P0177,C1356,799.0,INR,SUSPECTED_FRAUD,Issuer declined: suspected fraud,1,0.91,26,NONE,1.96,0,False,ESCALATE_TO_HUMAN,False,N/A
P0178,C1023,1499.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,0,0.82,20,ACTIVE,0.05,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0179,C1405,1999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.96,27,PAST_DUE,0.49,0,True,MARK_UNRECOVERABLE,False,N/A
P0180,C1191,299.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,0.82,36,NONE,1.76,0,False,RETRY_PAYMENT,True,SUCCESS
P0181,C1176,1299.0,INR,CARD_BLOCKED,Do-not-honour response from issuer,0,0.79,39,NONE,0.05,0,False,ESCALATE_TO_HUMAN,False,N/A
P0182,C1588,499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.9,32,NONE,2.62,0,False,RETRY_PAYMENT,True,SUCCESS
P0183,C1974,1499.0,INR,SUSPECTED_FRAUD,Transaction flagged by risk engine,0,0.93,18,PAST_DUE,4.27,1,False,ESCALATE_TO_HUMAN,False,N/A
P0184,C1171,1499.0,INR,EXPIRED_CARD,Card expired,1,0.95,26,NONE,0.01,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0185,C1375,7999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.65,35,NONE,5.09,2,False,ESCALATE_TO_HUMAN,False,N/A
P0186,C1836,4999.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.84,2,NONE,5.73,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0187,C1583,6999.0,INR,REPEATED_FAILURE,Card declined repeatedly by issuer,2,0.65,10,NONE,6.39,0,False,ESCALATE_TO_HUMAN,False,N/A
P0188,C1097,799.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,3,0.67,32,NONE,3.5,2,False,ESCALATE_TO_HUMAN,False,N/A
P0189,C1501,3999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,1,0.78,9,NONE,1.05,0,False,RETRY_PAYMENT,True,FAIL
P0190,C1595,799.0,INR,REPEATED_FAILURE,Multiple consecutive failures on this payment,2,0.58,23,NONE,0.05,0,False,ESCALATE_TO_HUMAN,False,N/A
P0191,C1848,1999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.88,25,NONE,2.04,0,False,WAIT_AND_RETRY,True,FAIL
P0192,C1016,2499.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,1.0,6,PAST_DUE,0.2,0,False,RETRY_PAYMENT,True,SUCCESS
P0193,C1084,799.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,1.0,10,NONE,0.16,0,False,RETRY_PAYMENT,True,FAIL
P0194,C1531,299.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.5,0,ACTIVE,0.01,0,False,WAIT_AND_RETRY,True,FAIL
P0195,C1105,599.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.63,24,NONE,2.3,0,False,RETRY_PAYMENT,True,FAIL
P0196,C1739,12999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.83,4,NONE,0.23,0,False,ESCALATE_TO_HUMAN,False,N/A
P0197,C1986,12999.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,0.85,7,NONE,2.23,0,False,ESCALATE_TO_HUMAN,False,N/A
P0198,C1521,4999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.98,1,NONE,2.75,0,False,RETRY_PAYMENT,True,FAIL
P0199,C1012,1499.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,0,0.67,40,NONE,1.71,1,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0200,C1971,2999.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.83,1,NONE,6.4,0,False,RETRY_PAYMENT,True,SUCCESS
P0201,C1523,8999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.84,39,ACTIVE,0.2,0,False,WAIT_AND_RETRY,True,FAIL
P0202,C1623,1299.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,0.91,15,NONE,1.07,0,False,RETRY_PAYMENT,True,SUCCESS
P0203,C1738,1499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.87,22,NONE,0.19,0,False,RETRY_PAYMENT,True,SUCCESS
P0204,C1078,19999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,1,0.84,27,NONE,5.02,0,False,ESCALATE_TO_HUMAN,False,N/A
P0205,C1045,299.0,INR,BANK_ERROR,Issuer returned a temporary processing error,1,0.9,36,ACTIVE,0.41,0,False,RETRY_PAYMENT,True,SUCCESS
P0206,C1079,1299.0,INR,CARD_BLOCKED,Do-not-honour response from issuer,1,0.78,14,NONE,0.05,1,False,ESCALATE_TO_HUMAN,False,N/A
P0207,C1792,24999.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,1,0.99,4,NONE,1.67,0,False,ESCALATE_TO_HUMAN,False,N/A
P0208,C1750,3999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,3,0.58,29,NONE,0.16,0,False,ESCALATE_TO_HUMAN,False,N/A
P0209,C1869,2499.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,1.0,21,NONE,0.04,2,False,ESCALATE_TO_HUMAN,False,N/A
P0210,C1210,999.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,0.95,20,NONE,0.3,0,True,MARK_UNRECOVERABLE,False,N/A
P0211,C1987,2999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,1.0,37,NONE,0.46,1,False,RETRY_PAYMENT,True,SUCCESS
P0212,C1111,1499.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.89,17,NONE,0.04,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0213,C1311,799.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,1.0,7,NONE,0.57,0,False,RETRY_PAYMENT,True,SUCCESS
P0214,C1569,799.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,2,0.89,16,NONE,0.05,1,False,ESCALATE_TO_HUMAN,False,N/A
P0215,C1702,3999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.77,8,NONE,1.17,0,False,RETRY_PAYMENT,True,SUCCESS
P0216,C1443,2999.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,1.0,21,NONE,4.06,0,False,RETRY_PAYMENT,True,SUCCESS
P0217,C1662,499.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,1.0,2,NONE,4.82,0,False,RETRY_PAYMENT,True,SUCCESS
P0218,C1800,1999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,1,0.67,15,NONE,5.09,0,False,RETRY_PAYMENT,True,SUCCESS
P0219,C1797,999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.65,38,NONE,0.01,0,False,WAIT_AND_RETRY,True,FAIL
P0220,C1589,599.0,INR,BANK_ERROR,Bank system unavailable (5xx),2,0.82,15,ACTIVE,2.35,2,False,ESCALATE_TO_HUMAN,False,N/A
P0221,C1970,999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,1.0,37,NONE,0.57,1,False,RETRY_PAYMENT,True,SUCCESS
P0222,C1628,199.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.83,14,NONE,0.19,0,False,RETRY_PAYMENT,True,FAIL
P0223,C1983,499.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,1,0.83,7,NONE,2.16,0,False,RETRY_PAYMENT,True,SUCCESS
P0224,C1710,24999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,1.0,40,NONE,0.53,1,False,ESCALATE_TO_HUMAN,False,N/A
P0225,C1400,499.0,INR,REPEATED_FAILURE,Multiple consecutive failures on this payment,2,0.5,0,NONE,0.21,1,False,ESCALATE_TO_HUMAN,False,N/A
P0226,C1327,1499.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.8,9,PAST_DUE,0.06,0,False,RETRY_PAYMENT,True,SUCCESS
P0227,C1750,299.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.85,22,NONE,0.23,0,False,RETRY_PAYMENT,True,SUCCESS
P0228,C1034,599.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.92,10,NONE,0.01,2,False,ESCALATE_TO_HUMAN,False,N/A
P0229,C1914,299.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,1.0,35,NONE,0.01,0,False,RETRY_PAYMENT,True,SUCCESS
P0230,C1747,599.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,1,0.7,26,NONE,0.92,0,False,RETRY_PAYMENT,True,SUCCESS
P0231,C1099,199.0,INR,EXPIRED_CARD,Card expired,0,1.0,27,NONE,0.43,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0232,C1379,799.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,1.0,5,NONE,1.75,0,False,WAIT_AND_RETRY,True,SUCCESS
P0233,C1603,499.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.97,6,NONE,5.77,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0234,C1874,599.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.92,30,ACTIVE,7.2,0,False,ESCALATE_TO_HUMAN,False,N/A
P0235,C1433,1499.0,INR,SUSPECTED_FRAUD,Transaction flagged by risk engine,0,0.94,11,ACTIVE,2.64,1,False,ESCALATE_TO_HUMAN,False,N/A
P0236,C1333,299.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.82,5,NONE,6.88,1,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0237,C1576,499.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,2,0.63,36,NONE,1.15,1,False,ESCALATE_TO_HUMAN,False,N/A
P0238,C1633,7999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.72,2,NONE,0.01,1,False,WAIT_AND_RETRY,True,SUCCESS
P0239,C1878,999.0,INR,EXPIRED_CARD,Card expired,0,0.71,1,NONE,0.43,2,False,ESCALATE_TO_HUMAN,False,N/A
P0240,C1935,1299.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,0,1.0,38,ACTIVE,5.52,1,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0241,C1857,499.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.88,33,NONE,0.41,0,False,WAIT_AND_RETRY,True,SUCCESS
P0242,C1247,1299.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,2,0.83,40,NONE,5.19,0,False,ESCALATE_TO_HUMAN,False,N/A
P0243,C1166,499.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.85,16,NONE,0.53,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0244,C1615,2499.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,2,0.62,30,NONE,0.45,1,False,ESCALATE_TO_HUMAN,False,N/A
P0245,C1533,6999.0,INR,CARD_BLOCKED,Do-not-honour response from issuer,0,0.95,24,NONE,0.04,2,False,ESCALATE_TO_HUMAN,False,N/A
P0246,C1344,799.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,1,0.72,19,NONE,2.29,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0247,C1302,2499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.74,38,PAST_DUE,2.89,0,False,RETRY_PAYMENT,True,FAIL
P0248,C1963,599.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,0,0.92,34,NONE,6.44,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0249,C1762,8999.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,0,1.0,11,ACTIVE,3.35,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0250,C1888,299.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,1,0.74,30,NONE,6.44,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0251,C1646,1499.0,INR,BANK_ERROR,Issuer returned a temporary processing error,1,0.75,9,NONE,2.11,0,False,RETRY_PAYMENT,True,FAIL
P0252,C1439,7999.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,1.0,5,NONE,3.56,0,False,RETRY_PAYMENT,True,SUCCESS
P0253,C1319,999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.93,33,PAST_DUE,0.05,0,False,WAIT_AND_RETRY,True,FAIL
P0254,C1703,1999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,1.0,38,NONE,2.4,0,False,WAIT_AND_RETRY,True,SUCCESS
P0255,C1516,2499.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.92,14,ACTIVE,0.05,0,False,RETRY_PAYMENT,True,FAIL
P0256,C1669,199.0,INR,BANK_ERROR,Issuer returned a temporary processing error,3,1.0,38,NONE,0.01,0,False,ESCALATE_TO_HUMAN,False,N/A
P0257,C1678,499.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.78,13,NONE,0.19,1,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0258,C1366,599.0,INR,REPEATED_FAILURE,Card declined repeatedly by issuer,2,0.65,16,NONE,0.86,0,False,ESCALATE_TO_HUMAN,False,N/A
P0259,C1855,599.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.5,0,ACTIVE,0.24,1,False,CREATE_PAYMENT_LINK,True,FAIL
P0260,C1368,799.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.78,16,PAST_DUE,3.29,0,False,RETRY_PAYMENT,True,SUCCESS
P0261,C1636,3499.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,0,0.87,21,NONE,0.05,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0262,C1060,7999.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.69,26,NONE,0.05,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0263,C1908,199.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.63,8,NONE,4.09,0,False,WAIT_AND_RETRY,True,FAIL
P0264,C1744,3999.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,0.62,21,NONE,4.69,0,False,RETRY_PAYMENT,True,FAIL
P0265,C1872,9999.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.5,0,PAST_DUE,0.17,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0266,C1586,6999.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,0.82,15,NONE,0.06,0,False,RETRY_PAYMENT,True,SUCCESS
P0267,C1633,1299.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.85,2,NONE,7.17,0,False,ESCALATE_TO_HUMAN,False,N/A
P0268,C1614,3999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.85,29,NONE,2.17,0,False,WAIT_AND_RETRY,True,SUCCESS
P0269,C1841,4999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.62,35,ACTIVE,0.05,0,False,WAIT_AND_RETRY,True,FAIL
P0270,C1948,3999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.82,21,NONE,4.91,0,False,RETRY_PAYMENT,True,FAIL
P0271,C1181,8999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.94,27,NONE,0.17,0,False,RETRY_PAYMENT,True,SUCCESS
P0272,C1301,599.0,INR,SUBSCRIPTION_FAILURE,Auto-debit for subscription cycle declined,0,0.7,17,ACTIVE,0.17,0,False,RETRY_PAYMENT,True,SUCCESS
P0273,C1353,999.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.78,35,NONE,0.2,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0274,C1827,1299.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.78,34,NONE,5.9,0,False,WAIT_AND_RETRY,True,SUCCESS
P0275,C1367,4999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,0.88,16,ACTIVE,0.05,0,False,WAIT_AND_RETRY,True,SUCCESS
P0276,C1396,1999.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,1,0.89,18,PAST_DUE,2.37,0,False,RETRY_PAYMENT,True,SUCCESS
P0277,C1559,7999.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,1.0,14,PAST_DUE,0.46,0,False,RETRY_PAYMENT,True,SUCCESS
P0278,C1133,1299.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.73,2,NONE,0.8,0,False,RETRY_PAYMENT,True,SUCCESS
P0279,C1538,4999.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.9,31,PAST_DUE,0.2,1,False,RETRY_PAYMENT,True,SUCCESS
P0280,C1973,599.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.67,21,NONE,7.91,2,True,MARK_UNRECOVERABLE,False,N/A
P0281,C1395,599.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,2,0.8,2,NONE,7.63,0,False,ESCALATE_TO_HUMAN,False,N/A
P0282,C1667,1999.0,INR,REPEATED_FAILURE,Multiple consecutive failures on this payment,2,0.73,28,NONE,2.01,1,False,ESCALATE_TO_HUMAN,False,N/A
P0283,C1434,199.0,INR,CARD_BLOCKED,Card blocked by issuer,1,1.0,40,NONE,0.51,0,False,ESCALATE_TO_HUMAN,False,N/A
P0284,C1038,2999.0,INR,REPEATED_FAILURE,Multiple consecutive failures on this payment,2,0.94,9,NONE,0.04,1,False,ESCALATE_TO_HUMAN,False,N/A
P0285,C1547,799.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.69,26,ACTIVE,0.06,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0286,C1448,799.0,INR,SUBSCRIPTION_FAILURE,Auto-debit for subscription cycle declined,0,0.99,38,PAST_DUE,3.39,0,False,RETRY_PAYMENT,True,SUCCESS
P0287,C1814,8999.0,INR,REPEATED_FAILURE,Card declined repeatedly by issuer,2,0.93,18,NONE,0.01,0,False,ESCALATE_TO_HUMAN,False,N/A
P0288,C1766,8999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,2,0.83,35,NONE,0.48,0,False,ESCALATE_TO_HUMAN,False,N/A
P0289,C1660,799.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,1.0,12,PAST_DUE,1.07,0,False,RETRY_PAYMENT,True,SUCCESS
P0290,C1325,599.0,INR,CARD_BLOCKED,Do-not-honour response from issuer,0,1.0,6,ACTIVE,4.66,0,False,ESCALATE_TO_HUMAN,False,N/A
P0291,C1656,999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,1,0.91,27,NONE,1.14,0,False,RETRY_PAYMENT,True,FAIL
P0292,C1861,799.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,0,0.96,31,ACTIVE,0.23,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0293,C1266,2499.0,INR,SUBSCRIPTION_FAILURE,Auto-debit for subscription cycle declined,0,0.62,37,ACTIVE,0.19,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0294,C1868,1299.0,INR,EXPIRED_CARD,Card expired,0,0.73,23,NONE,5.99,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0295,C1043,5999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.88,2,NONE,8.14,0,False,ESCALATE_TO_HUMAN,False,N/A
P0296,C1849,999.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,1,1.0,6,NONE,1.03,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0297,C1836,11999.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.85,33,NONE,5.59,1,True,MARK_UNRECOVERABLE,False,N/A
P0298,C1153,599.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,1.0,4,ACTIVE,0.19,0,False,RETRY_PAYMENT,True,SUCCESS
P0299,C1249,7999.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.65,30,NONE,0.21,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0300,C1992,799.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.88,11,NONE,1.18,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0301,C1741,499.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,0.89,37,NONE,5.19,0,False,RETRY_PAYMENT,True,SUCCESS
P0302,C1181,1999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,1,0.76,26,NONE,0.01,0,False,RETRY_PAYMENT,True,SUCCESS
P0303,C1234,9999.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.71,27,NONE,2.82,1,False,RETRY_PAYMENT,True,FAIL
P0304,C1085,799.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,1,0.83,30,NONE,6.74,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0305,C1267,599.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.79,20,NONE,2.09,2,False,ESCALATE_TO_HUMAN,False,N/A
P0306,C1495,1999.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,0.89,30,NONE,1.03,1,False,RETRY_PAYMENT,True,SUCCESS
P0307,C1804,599.0,INR,SUBSCRIPTION_FAILURE,Auto-debit for subscription cycle declined,0,0.93,28,PAST_DUE,7.32,0,False,ESCALATE_TO_HUMAN,False,N/A
P0308,C1090,2999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.49,9,NONE,0.89,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0309,C1823,199.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.75,11,NONE,0.41,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0310,C1798,599.0,INR,BANK_ERROR,Bank system unavailable (5xx),3,0.5,0,PAST_DUE,2.14,0,False,ESCALATE_TO_HUMAN,False,N/A
P0311,C1936,2999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.73,35,NONE,2.37,0,False,RETRY_PAYMENT,True,SUCCESS
P0312,C1969,799.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.79,11,ACTIVE,8.28,1,False,ESCALATE_TO_HUMAN,False,N/A
P0313,C1984,6999.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.89,36,PAST_DUE,5.79,1,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0314,C1717,3999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.9,14,NONE,0.46,0,False,WAIT_AND_RETRY,True,SUCCESS
P0315,C1187,999.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.7,22,NONE,5.47,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0316,C1504,5999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.86,9,NONE,8.28,1,False,ESCALATE_TO_HUMAN,False,N/A
P0317,C1523,15999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.78,31,NONE,2.67,0,False,ESCALATE_TO_HUMAN,False,N/A
P0318,C1715,1999.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,1,0.7,2,ACTIVE,2.15,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0319,C1627,1999.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.85,16,NONE,1.75,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0320,C1568,499.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,0.74,36,NONE,2.64,1,False,WAIT_AND_RETRY,True,SUCCESS
P0321,C1804,499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.6,40,NONE,0.9,1,False,RETRY_PAYMENT,True,SUCCESS
P0322,C1368,799.0,INR,BANK_ERROR,Bank system unavailable (5xx),1,0.89,30,NONE,1.62,0,False,RETRY_PAYMENT,True,FAIL
P0323,C1332,1999.0,INR,BANK_ERROR,Bank system unavailable (5xx),3,0.79,11,NONE,5.78,0,False,ESCALATE_TO_HUMAN,False,N/A
P0324,C1869,499.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.9,40,NONE,0.04,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0325,C1765,4999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,0.72,28,NONE,2.6,1,False,WAIT_AND_RETRY,True,SUCCESS
P0326,C1561,2999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.88,13,NONE,0.01,0,False,RETRY_PAYMENT,True,SUCCESS
P0327,C1453,1299.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.91,19,NONE,0.2,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0328,C1552,7999.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,1.0,34,CANCELLED,5.26,0,False,MARK_UNRECOVERABLE,False,N/A
